Avg_Outflow,Avg_Inflow,Energy_Cons,Ammonia,BOD,COD,TN,Avg_Temperature,Min_Temperature,Avg_Humidity
-0.9984742054436659,-2.1564412732124816,-2.284666002181873,-1.7768215068180324,-0.19293021668385474,-0.9973333280044667,-1.2359503477442748,0.9623076802026341,0.7167352379641686,-0.677490095879891
-0.9984742054436659,-1.6594101806278745,-2.152210861940741,-2.0640880430857957,-0.11735049325789634,-0.9085352764511971,-1.4112505248382028,0.5126155122962596,0.6457744115228682,-0.14127179828652492
-1.010038585752401,-1.3101450885413937,-1.6839332579537163,0.37767751519019305,0.6082148516313042,-0.05607398153980984,0.8376003184524624,0.4512938530362992,-0.18210189695897191,-1.3669136213570758
-1.010038585752401,-1.1355125424981536,-1.5569205359229084,-0.48412209361309716,0.7896061878536044,0.06824329063476749,0.07629669221597994,0.0016016851299243073,0.3619311057576656,-1.2137083934732569
-1.0216029660611365,-0.5444485405056482,-1.6653785157007976,0.9522105877257198,1.9686498732985553,1.5422909464190413,1.3735180027110439,-0.2436849519099163,-0.371330767469107,0.011933429597293922
-1.0331673463698714,-0.598181631595876,-0.6350621534957245,0.09041097892242964,0.4872872941497708,-0.19815086402504106,-0.5297410628801693,0.8805454678560201,-0.4422915939104075,-0.9839005516475287
-1.6692082633503114,-0.9205801781372429,-1.1628848647374748,1.6703769283951282,2.679099273502564,2.3769926310197746,2.991288208463568,2.3113841839217577,0.5984671938953342,-1.9797345328923512
-1.6576438830415758,-1.3504449068590647,-1.4445587118591325,0.23404424705631133,-0.19293021668385474,-0.9973333280044667,-0.3143722738790587,0.6352588308161795,0.8113496732192361,0.31834388536493163
0.13483506481239005,-1.095212724180483,-1.6687771566085103,-1.920454774951914,-0.34408966353577153,-1.1749294311110057,-0.7100498164624942,2.413586949355025,0.7403888467779354,-1.596721463182804
-0.6515427961816076,-0.79968072318423,-2.095168807786967,-0.19685555734533375,1.318664251835313,0.7786277030609235,0.8626432008944506,0.778342702422753,1.4736507200047084,0.08853604353920334
-0.9869098251349304,-0.79968072318423,-1.7292178516699976,-0.19685555734533375,1.930860011585576,1.4978919206424066,1.3735180027110439,0.6148182777295266,1.0478857613569046,-0.29447702617034377
-0.9984742054436659,-0.7728141776391161,-1.0268014456894603,-0.053222289211452056,0.804722132538796,0.1748009524986909,1.002883342569593,1.8412514629287302,0.14904862643376382,-0.9839005516475287
-0.5705921340204609,-0.5578818132782054,-0.8926929125743059,0.8085773195918381,0.03380895359402043,-0.7309391733446582,-0.37948376822822943,0.34909108760303226,0.7640424555917025,0.5481517271906599
-0.43181957031563767,-0.9071469053646857,-0.6848246862458168,-1.2022884342825055,-0.2685099401098131,-1.086131379557736,-0.6749897810437087,0.6352588308161795,0.8113496732192361,-0.06466918434461551
-0.9522166842087249,-0.8802803598195718,-1.038719652656372,-0.19685555734533375,0.03380895359402043,-0.02055476091850203,1.26332931996629,1.6368459320621962,0.7876960644054694,-0.7540927098218003
-0.9522166842087249,-0.8802803598195718,-1.5001999748279715,0.6649440514579564,0.19252637278853305,-0.5444632650827922,-0.13907209678513063,0.9418671271159804,1.000578543729371,-0.677490095879891
